short_description,cmdb_ci
8006010001253 - HASP DISCOUNT WAS REMOVED BY ROBOT ON RENEWAL ,TronWeb - Issue
8001060000728 - ID cards not available  in renewal dec,TronWeb - Print
Submit proof of insurance to the DMV for policy:6401040070867,TronWeb - Interface
Tronweb job was running too long CRTINITDL,AS400A
" 8006100001353 - The Insured had a 7/17/2017 loss zero paid. However, the system is surcharging for the loss ",TronWeb - Issue
"5201070007478 - Page display error during endorsement when clicking on ""Next"" after selecting effective date",AFE
report  MMAGC01960 for  4/7 and  4/8   are not in ECMViewer,TronWeb - Reports
6401040084317 Trying to add a lienholder  Agent Name: 858 Bridgemark Insurance Services,TronWeb - Issue
"TW Rate Question, AZ HO3 8006040002293",TronWeb - Issue
5201070002060 MAC Billing Issue - MAC is showing incorrect billing amounts,MAC - MAPFRE Admin Center
new problem/sucasa valley/6401040074992/ca/afe/dss status is errored and policy docs missing in link,AFE
PA Home DEC Printing Multiple Times,TronWeb - Print
AFE Test Environment - Radio Button Not Selecting,AFE
Prot LOB_TC 1110 Multi car discount review firing due to RAPA correction (534 times since Monday),TronWeb - Issue
Roadside America - 6401040041781 - Please open a ticket to fix the daily feed to Road America,TronWeb - Interface
***Job GC00400 ended abnormally. 04/11/19 06:55:57.,AS400A
Myriad FTP download inspection files missing Company number,AS400A
Tronweb report MMAEM00070 2019-04-08 has corrupt file,TronWeb - Reports
Comp & Coll binding authority for our new employee Steven Aviles AFE ID: B7067SAV,AFE
AZ HO_EzLynx error message_Carrier Error: LIMIT NOT AVAILABLE FOR THIS MODALITY,TronWeb - Issue
TW EFT info updated with enough time but not picked up - Policy number 8008030007962,TronWeb - Treasury
8006100004076 policy stuck in provisional - no tech control to release,TronWeb - Issue
"New Problem/Alan Williams & Associates Insurance Agency, Inc/071016/fl/AFE/Subject:	Daily Transaction Report sending corrupt files",TronWeb - Reports
8001080009670 --=SEE ATTACHED DEC PAGES --BRIAN L. KNEPP,TronWeb - Issue
6401040097822 - Policy is stuck in pending cancel please open IT ticket,TronWeb - Issue
8001080009670_DUMMY ENDORS ON POL INCR $426_ VOID THIS ENDORS_TIER CHANGED. ALSO MONTH IS SHOWING 04/30/19 WHEN I PROCESSED THIS DOWNLOAD ,TronWeb - Issue
Claim #: 64010419001706 - unable to open a BI exposure under policy 6401040074389,MAC - MAPFRE Admin Center
"New Problem / JUDY DAVIS Agency / 6401040117222 / CA / AFE / DSS triggered a document request, even though the docs were not needed",AFE
***Job VALCSHR52 ended abnormally. 04/11/19 22:00:12.,AS400A
***Job GC02060 ended abnormally. 04/12/19 03:09:16.,AS400A
64010319000162 - tried to modify the cause / consequence in TW and it doesn't recognize the claim number,TronWeb - Claims
***Job GC00400 ended abnormally. 04/12/19 07:52:15.,AS400A
TW claim 64010418008911 cannot open a suffix as the claim is synced to cancelled endorsement 2 in error,TronWeb - Claims
new problem/Barfield Insurance/FL/AFE/0107522783481/Quote declined due to driving experience,AFE
8001010070241 - There was a endor tech control that was rejected for TNC miles_Wiped out agent-entered data on that endors,AFE
Submit proof of insurance to the DMV for policy: 8001010004428  ,TronWeb - Interface
6401040118544 - We need the new business documents patch run ASAP,AFE
6401040113937 - TW is giving a credit of $4.97 when adding the ADI,TronWeb - Issue
8001010041454 - TW is giving a credit of $4.97 when adding the ADI,TronWeb - Issue
6401040045505-- system will not allow me to add driver,TronWeb - Issue
Submit proof of insurance to the DMV for policy: 8001010068226,TronWeb - Interface
VENDORMCS 04/13/2019 05:00:14 Job ended abnormally,AS400A
Job VENDORMCSS terminated,AS400A
***Job GC00830 ended abnormally. 04/14/19 10:32:40.,AS400A
MAPFRE NCL Policy 8008030004097 AI error on OOSE,NCL Cover-All - Issue
***Job MICINSURE ended abnormally. 04/14/19 23:58:56.,AS400A
***Job GC01120 ended abnormally. 04/15/19 06:17:37.,AS400A
MMAGC00830,AS400A
new problem/Mapfre Agent/b90258td/AFE/AZ/8001060001169/Submit Endorsement button doesn't register in endorsement,AFE
6401040092368 voided all endorsements/renewal to correct policy per INC1561471 CRL exposure list,TronWeb - Issue
6401040054552 voided all endorsements/renewals to correct policy per INC1561471 CRL exposure list,TronWeb - Issue
PLease run the batch MVR that was not properly run for renewal,TronWeb - Issue
can someone provide me with a count of how many times we've requested form PA EM 1010S,AFE
TW 52- three payments are stuck in a pending status.,TronWeb - Claims
New Problem/CA/Agency 2221/AFE/0104643021331 New business quote not giving rate,AFE
8001010061618 Please Re-Submit P.O.I. to CA DMV,TronWeb - Interface
001010067768 - Appears to be misfiring when this activity is on the MVR,TronWeb - Issue
***Job MICINSURE ended abnormally. 04/15/19 23:54:40.,AS400A
"Deadmail sent by ""PRE-RENEWAL REPORT"" <TRONWEB@mapfreusa.com>   subject:MAPFRE Insurance Pre-Renewal Report",TronWeb - Reports
6401030027806-Error message trying to change pay plan,TronWeb - Issue
New Problem/WT Phelan/8008030003964/MA/BOP Download/Agent didn't receive their renewal download,NCL Cover-All - Issue
Submit proof of insurance to the DMV for policy: 6401040098071,TronWeb - Interface
California Earthquake Vendor Not Receiving MAPFRE's nightly file feed,TronWeb - Interface
0101803513996 /CA041503 - Error during Calculate Premium,AFE
New Problem / Aims Insurance Services / 0104643076652 / CA / AFE / ORA-20001: [EM_P_TECH_CTRL_LEVEL_8]20001 [PK ta010907] on QQ with 2020 vehicle,TronWeb - Issue
Policy Number: 8001010070333 electronic proof of insurance resent to dmv,TronWeb - Interface
"POL# 6401040081259 HARO, JEANNETTE - unable to reinstate",TronWeb - Issue
New Problem/Tsuneishi Insurance/6401050001679/CA/AFE/Endorsement Confirmation Button after endorsement not appearing.,AFE
Old Recycled Renewal DECs printed 4/15/19.  Why?  See list attached.,NCL Cover-All - Issue
8001080000564 HOME POLICY NOT RECOGNIZED AS BELONGING TO INSURED TO APPLY MULTI POLICY DISCOUNT,TronWeb - Issue
Missing Tronweb Report in ECM Viewer March Reports,TronWeb - Reports
Proof of Insurance DMV  6401040062769,TronWeb - Interface
Robot incorrecting set a policy to cancel for driving history > non renewed policy due to issue > potential loss in polices,TronWeb - Issue
MMACO00894 for   4/15 is not in ECMViewer,TronWeb - Reports
8001010061510 resend proof of insurance to DMV for the following vehicle.,TronWeb - Interface
8008030002895 - will not pull up 4-19-19 tthru 4-19-20 term screen says there was a problem trying to display this page ,NCL Cover-All - Issue
POLICY SHORT RATE CANCELLED,TronWeb - Issue
8001060010934 - MAPFRE DocuSign Document Retrieval,AFE
***Job MICINSURE ended abnormally. 04/17/19 23:30:02.,AS400A
Error Message,TronWeb - Issue
Unable to remove from EFT 6401040015066,TronWeb - Issue
8006100003413 Attached ticket regarding a printing issue with the dec page,TronWeb - Print
Missing ASLOBs in the Tronweb table - a1002150,TronWeb - Issue
POL # 8001010040055 - FUSSELMAN policy renewed without payment,TronWeb - Treasury
5201070019380 Booker includes a prior PIP loss from 10/06/2016 for the insured,AFE
0107522750847 / FL / AFE / Zip code pulling incorrect county based on USPS info,AFE
Tronweb error: you have not been added to the authority table please see your supervisor dating back to 7/18,TronWeb - Claims
FW: Incident INC1654691 has been updated,TronWeb - Claims
8006010032013 - Home address listed on the Declarations for all AZ TW products is incorrect.,TronWeb - Print
6401050012488 - ticket for no multi car discount on group policies,AFE
***Job GC00400 ended abnormally. 04/19/19 08:02:53.,AS400A
***Job EM02000 ended abnormally. 04/19/19 08:54:51.,AS400A
6145 Loss Excluded From Rating,TronWeb - Issue
4101 Occupation Selected/Changed to Self-Employed,TronWeb - Issue
1055 Loyal Customer Discount is Selected  Firing on Cancelled Policy,TronWeb - Issue
The credit card payment site is down for billing reps and online users and IVR,Website External - Generic
6401040108258 / CA / AFE / Premium decreases during dummy endorsement,TronWeb - Issue
NCL Policies in Provisional Status - 8,NCL Cover-All - Issue
EM000604 Terminated 04/20/2019 01:31:55,AS400A
***Job EM000604 ended abnormally. 04/20/19 01:31:55.,AS400A
Policy 5204070002378 - Tech Control -  Expired Policy ,NCL Cover-All - Issue
Tronweb report MMAEM00070 has corrupt file for 2019-04-20 and 21,TronWeb - Reports
5201070006603 UNBALANCED DRIVERS DUE TO A VEH WAS DELETED WITHOUT DRIVER BEING DELETED,TronWeb - Issue
Incorrect Referral Data,AFE
6401040115864 no invoice sent out,TronWeb - Treasury
New Problem/ THE INSURANCE MAN & CO 70853/ 0107522784388/FL/AFE/Anti Lock Break Discount disappearing when agent tries to process NB Quote,AFE
03-2019 Tronweb DWP YTD Discrepancy Company 80,TronWeb - Reports
"FSC rating error - ""not picked""",FSC Rater - MAPFREConnect
New Problem/RNI Agency/AFE/CA028704/8001010049842 - No match for ISO symbol found -COST NEW,AFE
0101803562219 - MVR mapping for Commercial codes,AFE
64010518000345-4 - payment is pending which has been approved,TronWeb - Claims
New Problem/Frank M. Iwasaki Ins. Agency/CA011136/AFE/6401050000997 - EM_K_RISK_VDO_EDITS,AFE
6401040067777 Cynthia Miller Barrientes - It appears a Multiple Occurrence Surcharge printed on the application,TronWeb - Print
***Job GC00400 ended abnormally. 04/23/19 08:02:24.,AS400A
IT Ticket 8001080002722 premium increase and RAP assignment change,TronWeb - Issue
CWIC TW Reports Out of Balance - $194.55,TronWeb - Reports
CARFAX - access for agents in quick quote,AFE
CARFAX - access for agents in quick quote,AFE
Tronweb Issue: Not seeing popups when issuing a payment for ID ROBL017,TronWeb - Claims
8001080007246 - ID cards list the City and state twice in the named insured address section,TronWeb - Print
"8001080009587_Unable to CHANGE THE PAY PLAN TO EFT_ERROR:""TRN-20503 BANK DETAILS MUST BE FILLED IN TO USE THIS COLLECTOR DB""",TronWeb - Issue
6401040115550 vin# 1G1PC5SB0D7148818 & KM8SC13D94U736501 POI to DMV ,TronWeb - Interface
 6401040011021-EFT draft pulled early,TronWeb - Treasury
TW Print Issue on Invoice,TronWeb - Print
6401030023385 Tronweb back office is not working and will not allow me to submit a request.,TronWeb - Issue
 8006010029952 Notice of Reinstatement Issue > Notice of Reinstatement did not generate,TronWeb - Print
New Problem/Sandy Wasson & Assoc Ins Inc. dba ARCW Insurance/5201070014897/FL/MAPFRE Connect/Agent added trailer only via endorsement and on Policy Endorsement ,AFE
Report MMAGC01490 for Company 0464 (Commerce West) does not tie to SAP Interface report,TronWeb - Reports
6401030041035 - Attempting to open a suffix getting the attached error message,MAC - MAPFRE Admin Center
Inspection ordering - PolicyNumber-8006010031878,TronWeb - Interface
Rating for Accidents and Violations that occurred > 3yrs,TronWeb - Issue
8004010002757 Renewal Invoice Error - Sent 2018 invoice in place of renewal invoice,NCL Cover-All - Issue
8001010022688 - Renewal Questionnaire was not sent - MIC Mileage,TronWeb - Print
Submit proof of insurance to the DMV for policy: 6401030016368,TronWeb - Interface
***Job EM000604 ended abnormally. 04/24/19 02:44:29.,AS400A
***Job GC00400 ended abnormally. 04/24/19 07:45:56.,AS400A
***Job EM02000 ended abnormally. 04/24/19 08:27:02.,AS400A
5201070019476  - NB & Agency checklist patch needed,AFE
CWIC TW Credit Cards - Posting Issue $1.67,TronWeb - Treasury
8008030014085 - MAC showing prior term credit when it is actually a renewal credit,MAC - MAPFRE Admin Center
Working on the ICDA project and had a general question.,TronWeb - Claims
"POL# 6401040117144 KNIGHT, JOANN - I NEED TO VOID ENDR EFF 4/19/19.",TronWeb - Issue
5201070019478 - NB and Agency Checklist Patch,AFE
64010219000245 - Unable to add a 3rd exposure for this claim.,TronWeb - Claims
***Job GC00400 ended abnormally. 04/25/19 08:01:13.,AS400A
In Application MCS- Automatic Diary is not creating on closed accounts when a payment is made,MCS - MAPFRE Collections System
"IN MCS Application- An Automatic Diary of ""Policy No Longer Available"" is generating on account for no apparent reason",MCS - MAPFRE Collections System
John A Saracino Insurance/8001080009716/PA/Agency Portal 5.2/Agent issued new business auto quoted premium $1048 printed applications premium $999,TronWeb - Issue
Policy balance discrepancy 8001060005209,TronWeb - Treasury
Cancelled policies showing as In Force in TronWeb - FL,TronWeb - Issue
8006150000851 Renewal invoice for 2019 shows 2018 data,TronWeb - Print
Job PRTGADEC80 in group D_DECPRThas been running for a long time. During the week it does not usually run this long. ,AS400A
8001010071158 -  Request for new business documents patch,AFE
Job PRTGADEC80 had been running for over 300 minutes.  Contacted Preetha.  She had the TW team check it.  We ended the job.,AS400A
protection policy went through with no stop for photos 6401040118771 ,AFE
MAPFRE NCL Policy 5208050000013 AI error on Renewal,NCL Cover-All - Issue
policy# 8001010071155_ID Cards,TronWeb - Print
PA - 8001080000315_Adding LH causes prem decrease,TronWeb - Issue
8004010003766 - Error saving policy: [EM_K_CTL_NCL_401.P_CTL_OPCIONES_MENU] Revision Mismatch Policy: 8004010003766 C-A Rev: 6 TW Rev: 5,NCL Cover-All - Issue
Premium changes when issue the policy Stanley Wong Insurance Agency,TronWeb - Issue
CEA Audit mapping issue,TronWeb - Interface
80010119001091 - Unable to open a APD suffiix in MAC,MAC - MAPFRE Admin Center
6401040060932 / PEREZ - Incorrect Prem Change_MultiCar Disc,TronWeb - Issue
8001010071104 - Docusign Reformed Twice.,TronWeb - Issue
***Job GC00400 ended abnormally. 04/26/19 07:50:17.,AS400A
5201070019436 married status reform,TronWeb - Issue
MCS IS SHOWING INCORRECT BALANCE DUE - POLICY # 6401040083781,MCS - MAPFRE Collections System
5201070019463_Canada Address Needed,TronWeb - Issue
TronWeb - security changes for test role,TronWeb - Claims
0107522784388_NB Prem not matching from Quote to Bind,TronWeb - Issue
8001080008889  MISSING OPTIONS BOX FOR UNDISCLOSED DRIVERS THAT ARE NO LONGER IN HOUSEHOLD,TronWeb - Issue
Tronweb  access ,TronWeb - Issue
"New Problem / Tatsuno / 6401050007945 / CA / AFE / liability, an UM,  coverage limits are not copying to the other vehs",AFE
Request for new business documents patch,AFE
Submit proof of insurance to the DMV for policy:8001010058690 / MELISSA BARRAZA,TronWeb - Interface
8006010006561- system will not allow me to manually renew this policy - the error is below- thanks,TronWeb - Issue
