short_description,cmdb_ci
New Problem / AFE / CA / Endorsement / 6401020048469 / Veh not eligible error - Veh already on policy.,AFE
6/21/13 CWIC Tronweb Remittance ECM Viewer Reports Out of Balance Reporting issue Only,TronWeb - Reports
"6401040012566 unable to cancel policy ERROR: Driver CLI 386909 has 16 rating surcharge points, not allowed for active dr",TronWeb - Issue
Submit proof of insurance to the DMV for policy:6401030030971,TronWeb - Interface
"6401020053353 - when updating ADI to new addr, ""OARA-00060: deadlock detected while waiting for resource""",TronWeb - Endorsements
TW ECM REPORT 201711MMAGC01980 NOT AVAILABLE FOR WORK OF 11/14/17,TronWeb - Reports
MISSING  12/18/14 CWIC MIC Tronweb Sweep Payments,TronWeb - Reports
Good Agent 2872 - referring to the underwritter,AFE
5201070009461 Thornhill,TronWeb - Issue
6401030002249 not able to back date endorsement,TronWeb - Endorsements
New Issue / CA / AFE Endorsement / There was a problem trying to display this page. / 6401030029097,AFE
***Job GC01970 ended abnormally. 10/21/18 08:01:22.,AS400A
Policies #5201070012333 & 5201070005187 are on TWAPC Error Report with Error Code H129,TronWeb - Print
 AFE CA - NO RATES FOUND FOR THIS ZIP/TERRITORY 94505,TronWeb - Issue
***Job GC01120 ended abnormally. 08/28/15 02:22:50.,AS400A
TW CLUE reporting: A7009001_mma Not capturing changes to drivers if COD_DOCUM or TIP_DOCUM is not present on A1001331,TronWeb - Interface
***Job FTPMLRRPDF ended abnormally. 04/11/16 16:15:56.,AS400A
Tronweb Rating Issue,TronWeb - Rating
***Job GC00400 ended abnormally. 03/25/16 01:39:07.,AS400A
6401030005132 - Please Void All cancellations and Reinstatements on this policy back to original date of 06/17/13. ,TronWeb - Issue
Canadian address needed_ 5201070010630,TronWeb - Issue
8001010055630 defect,TronWeb - Issue
System assigned the wrong agency code on issue,TronWeb - Issue
AIXPROD1 - 2 Jobs terminated on the system - M_GC00800 and R_MMAP01AR  ,TronWeb - Issue
Weekly renewal error reporting 2/8/16 - COMM CHART DOES NOT EXIST FOR AGENT (1522),TronWeb - Financial
"0104647587811 - When the agent does 'full' quote to bind this policy, the premium increased by $244 in TW",AFE
Call from agent- there appears to be a print error on Dec Page for Policy# 5201070016180  ,TronWeb - Print
PRE-RENEWAL BATCH PROCESS - Please open a ticket in,TronWeb - Print
8001080000515 for Rosemarie Day a bill for the increase,TronWeb - Treasury
The following policies should not be showing Yes for the Multi Car Discount,TronWeb - Renewals
Reopen of INC1503791 New Problem/TW Print/CA/AZ/FL/Agents no longer receiving non-renewals notices,TronWeb - Print
"New Problem / 442 / 6401040112315 / CA / AFE / Docs status is new, and will not generate an app",AFE
Policy 6401040009724. no declaration page,TronWeb - Print
Incoming volume of TCs for ALL TronWeb States have decreased substantially_Webmethods Tasks Not Generating,AFE
MAC running slow,MAC - MAPFRE Admin Center
Tronweb is down,TronWeb - Issue
OOBs on TronWeb Daily Premium spreadsheet attached for May 2016.,TronWeb - Reports
Agency Sweep Issue - Policy #6401020007806 ,AFE
Evidence of Property - Agent Email Address issue,AFE
6401030011925  Not able to apply a check incident for 11.36,TronWeb
FW: Incident INC1564874 has been updated,B2C
6401030038591 - ERROR: Driver listed more than once Looks like Sonia is being calculated against 2008 Honda & 2003 Chevy,TronWeb - Issue
6401040000215 NUNES,TronWeb - Issue
Tronweb Issue - 8001010023190 - Error Message Processing Endorsement,TronWeb - Endorsements
need to have flat file moved to prod /interface/data/dbeds from dev interface/data/dbeds/   file name remittance.txt,TronWeb - Treasury
Multiple claims created when only one entered policy 6401030045061,TronWeb - Claims
***Job GC01120 ended abnormally. 12/28/17 07:51:20.,AS400A
Submit proof of insurance to the DMV for policy:6401020035974,TronWeb - Interface
new problem/az/afe/az026978/8001060008342/error coming up when agent is endorsing,AFE
Tronweb  Insured unable to make payment on policy#6401020024137 for two months in a row,TronWeb - Issue
TronWeb Launcher (new version) icon does not look correct and will not launch and the old TW launcher gives an error ,TronWeb
"MAPFRE - Policy 5204070000839 - Varga's Best Seasoning, LLC - Cancel reason issue",NCL Cover-All - Issue
refund check printing with the wrong policy# on it (refer to previous closed incident#1329569),TronWeb - Print
GC00770,AS400A
New Problem- PA - AFE - Agent getting error message on,AFE
"Company 80 checks didn't print.  Check numbers 219832 to 219849, 18 checks",TronWeb - Print
Coverall SR#94553 / 89002 / SR#93193 Policy 8004010001198 - Stuck Error saving policy: OOS Error. (Root Cause Fix) ,NCL Cover-All - Issue
CURRENT CARRIER AUTOMATED REJECT REPORT FOR BATCH NO - 150221227,TronWeb - Interface
unable to access TronWeb claims,TronWeb - Claims
ISO NCL PRODUCTION SUPPORT - CSP MIC80 AUTO 4/17,NCL Cover-All - Issue
Pending Issue Transactions Report 201405MMAGC02060 - Stuck policies in Provisional Status,TronWeb - Reports
New Problem / PA / IVANS Download - multiple policies downloading with -$1 for the premium. ,TronWeb - Interface
Insured cannot log into her policy on mapfreinsurance.com - Policy #8001010049919,B2C
***Job M_GC02050 ended abnormally. 06/01/16 07:51:48.,AS400A
"Policy 8001010020232 and 8001010020813  EFT did not draft the adjusted deductible, causing a pending cancel",TronWeb - Treasury
7/7 CWIC & MIC Report MMAGC1100 Not in ECM Viewer,TronWeb - Reports
6401030011970 the insd's website is giving a $0 amount,TronWeb - Treasury
6.40104E+13,TronWeb - Issue
New Problem/CA/Billing/ Cancellation Report inconsistency,AFE
Deutsche Bank Payments alerts recieved Payments not posted for Company 64 - 14-JAN-18,TronWeb - Interface
***Job FTPISAFDLY ended abnormally. 07/10/18 03:23:06.,AS400A
Tronweb Report MMAGC00420 for 3/13/13 - missing from,TronWeb - Treasury
TW Patch needed to change endorsement on claim. 64010417004775,TronWeb - Claims
Agt Statement and ck do not balance,TronWeb - Treasury
***Job FTPEFTSW80 ended abnormally. 09/22/17 01:01:05.,AS400A
Adjuster number error - Claim 80060113000109. No suffixes created so the claim is assigned to the supervisor,TronWeb - Claims
***Job FTPEFTD64 ended abnormally. 07/02/17 22:29:46.,AS400A
8006010029115 -  GREEN Trying to cancel policy eff 12/08/17 and receiving tech contol ,TronWeb - Issue
 Auto Non-Renewal for CA Tronweb is not working for MIC ,TronWeb - Issue
***Job GC01120 ended abnormally. 12/20/16 06:17:30.,AS400A
New Problem/CA/AFE/CA029137/6401040054752/DSS status is errored,AFE
***Job FTPRCARFAX ended abnormally. 03/27/18 06:18:08.,AS400A
8001010027706 - Group discount system re-add when processing OOS endorsement.,TronWeb - Issue
AZ Homeowners policies that are mortgagee billed are cancelling on the 7th day due to no down payment received however the NONA requirements state the requireme,TronWeb - Issue
6401030002791 Not able to reinstate the policy. I'm,TronWeb - Issue
8001010067350 - voided the original endorsement and it added more premium than it was originally quoted.,TronWeb - Issue
8001010026664 ERR received when attempting to calculate endorsement to add vehicle,AFE
Policy 6401040011875 was cancelled 3/21/2017 and refund,TronWeb - Treasury
Agency Code 396,TronWeb - Issue
***Job GC01120 ended abnormally. 06/23/15 01:56:04.,AS400A
"Driver Detail shows STATUS: PRINCIPAL - ACTIVE but it shows in gray, active drivers should show in pink.",MAC - MAPFRE Admin Center
INC1475091/New OCCURRENCE/FL/Mapfre Connect/No Results found on Cancellation Report/5201070011899 ,AFE
The Notice of Expirations listed in the comments section printed with a blank COM on 6/2/15.  (Job #44800099),TronWeb - Print
WEEKLY RENEWAL PROCESSING 8/10/15 - unique constraint,TronWeb - Renewals
***Job CO00894 ended abnormally. 01/02/16 00:29:26.,AS400A
CURRENT CARRIER - AUTOMATED REJECT REPORT FOR BATCH NO - 132031063,TronWeb - Interface
8001010024620 - Accidents Listed from CLUE But Not on Actual Report,TronWeb - Interface
 PA / Download / Policy downloaded as Mortgagee Bill as opposed to Mail Bill / AIJER252,TronWeb - Interface
Policy Number: 6401020026652:   Not able to pull up any documents for this policy in ECM,TronWeb - Print
***Job GC00400 ended abnormally. 07/20/18 04:56:28.,AS400A
***Job GC01120 ended abnormally. 02/07/18 06:17:04.,AS400A
6401040003002 PLEASE COMPLETE SR-22 REQUEST,TronWeb - Interface
MAPFRE NCL Policy #8008030004554 A duplicate policy of,NCL Cover-All - Issue
Daily Losses out of balances for April  -  See attached Spreadsheet,TronWeb - Reports
MAPFRE - Policy 8008010002035 - tech control,NCL Cover-All - Issue
Submit SR22 to the DMV for Driver - 6401020046829,TronWeb - Interface
"MMAGC01470 for 11/30 - getting a message ""not supported"" when trying to open. ",TronWeb - Reports
Tronweb keeps freezing,TronWeb - Issue
5201070016319 late fee,TronWeb - Treasury
MAPFRE - Policy 5204070001247 - billing issue - please assign to someone who can handle tronweb billing issues,TronWeb - Treasury
Job RNWEXT80 submitted 3 times due to an issue with job setup in Robot.  2 of these jobs were ended and the first one submitted is running.,AS400A
8001010059693 agent processed endo to delete vehicle but system added it,TronWeb - Endorsements
MAPFRE - 80-CA-001023438-0 Mapping Issue for Coverage,NCL Cover-All - Issue
AUTOMATED REJECT REPORT FOR BATCH NO - 152311203,TronWeb - Interface
MAPFRE - VIN corrections in Coverall not updating TW - PLEASE RE OPEN PRB0021333 and INC1497041,NCL Cover-All - Issue
Unable to add claimant in MAC - java.lanf.nullpointer exception - see attached,MAC - MAPFRE Admin Center
URGENT! DMV needs POI for policy#6401050006303,TronWeb - Interface
5/21/13 MIC Tronweb Remittance ECMViewer Reports Out of Balance Totaling $231.00,TronWeb
"New Problem - AFE - PA033432 - 0108800460347 -1 veh and 1 trailer on quote, system assigning both drivers to both vehicle and won't allow change",AFE
Sandra Feller/ insurance / 8001060010101,TronWeb - Interface
"8001080000083, 8006010011334, 6401050005954,",TronWeb - Issue
"New Problem/Download/PA - 3072 Emmanuel Insurance/DBCS/ Error - ""Total Commission Amount doesn't equal sum of items""",TronWeb - Interface
Tronweb Issue - 6401030016316  void Notice of Cancellation generated 09/19/13,TronWeb - Financial
Need SR22 for policy # 6401030017529 ,TronWeb - Interface
8001060005397 -  Renewal did not remove the pending cancellation on policy,TronWeb - Cancellations/Reinstatements
***Job GC01240 ended abnormally. 03/02/18 16:44:49.,AS400A
New Problem/IVANS/TRONWEB/MISSING DOWNLOAD,TronWeb - Interface
New Problem - AZ - AFE - Agent clicks on date to start,AFE
8006010018842 - Renewal processed and duplicated losses ,TronWeb - Issue
Submit proof of insurance to the DMV for policy: 8004010000285,TronWeb - Interface
8001080007789_TC#1727_ MVR ordering error refire,TronWeb - Issue
***Job TS00022 ended abnormally. 04/06/17 02:45:10.,AS400A
"Invalid request in ""\\fs2\TronWeb-Prod\Reports\Request"" for report MMAGC01710 ",TronWeb - Reports
Submit proof of insurance to the DMV for policy:  6401050000119,TronWeb - Interface
6401030017932 Trying to endorse in TronWeb to adjust,TronWeb - Issue
MAPFRE - Policy 5204070000017 (B2B USA LLC) is a duplicate policy of 520407000018.,NCL Cover-All - Issue
SNDHST64 / SNDHST80 Optimized job optimization,TronWeb - Reports
8006010012909 Denise Kimura Johnston - endorsement confirmation in ECM does not belong to this policy in production,AFE
Web Methods - System gives Non-Existent Code error_Trying to reject the tech control,TronWeb - Issue
***Job GC01050 ended abnormally. 01/27/16 04:32:39.,AS400A
Positive Pay files did NOT upload to the bank.  *** URGENT ***,TronWeb - Treasury
New Problem/AFE/CA/endorsement to add vehicle states unacceptable or improper use of vehicle error when calculating prem,AFE
error message when trying to remove eft,TronWeb - Issue
6401040036735 tried to reinstate to process an,TronWeb - Cancellations/Reinstatements
GC01960  Terminated on   4/27,AS400A
Florida Tronweb Balancing for April Interface PSI $58.22,TronWeb - Reports
OOBs on attached TronWeb Monthly Losses spreadsheet for April 2016.,TronWeb - Reports
ECW Report MMATS00850 ,TronWeb - Reports
8.00101E+12,TronWeb - Issue
TW patch needed to sync claim 80010817000679 back to endorsement 2,TronWeb - Issue
Submit proof of insurance to the DMV for policy: 8001010001899,TronWeb - Issue
"TronWeb CA cannot run more than one session without PC completely getting hung up, unable to switch screens -crashes",TronWeb - Issue
MAC Duplicate Settlements when Accept was clicked,MAC - MAPFRE Admin Center
Unable to log into Tronweb,TronWeb - Issue
BANK CCARD POSTING ERROR 6401040001820,TronWeb - Treasury
5201070014004 - Insured July deduction is not showing up in the billing for MAC,MAC - MAPFRE Admin Center
6.40104E+12,TronWeb - Interface
6401040040250 billing issue - Future Invoice amount in AFE does not match with TW/MAC Receipts,AFE
Submit proof of insurance to the DMV for policy: 6401030018004,TronWeb - Interface
"Tronweb - 80006010000361,  invoices are not generating",TronWeb - Treasury
"CA / AFE / Agent is receiving ""Ajax Error,"" when when",AFE
Tronweb Production Issue- MIC 80 ISO class code errors Arizona,TronWeb - Reports
6401040081947-ESignature is not showing up on the document he just filled out with customer,AFE
TW ECM Report MMAGC01100 is not displaying for work of 3/26/17,TronWeb - Reports
New Problem - CA - AFE - System not applying multi-car,AFE
Please correct policy 8001010006612 to make sure that this policy is being mailed bills directly.   ,TronWeb - Issue
Trying to backdate a policy- error non existent code msg - policy 6401020001269,TronWeb - Endorsements
8001060006946 FIDEL GARCIA - I am trying to change the,TronWeb - Endorsements
PolicyInfo data missing from Ivans Home Download,TronWeb - Interface
6401020003993 Processing an endr to add a vehicle to this policy and got the following error upon completion.,TronWeb - Endorsements
8001010017083 - endorsement to unchallenge driver incidents decreased the premium by $398.17,TronWeb - Endorsements
Submit proof of insurance to the DMV for policy: 6401030013401,TronWeb - Interface
Tronweb job PRTADECS64 running longer than normal,TronWeb
***Job CRTIVANS80 ended abnormally. 12/05/18 07:15:09.,AS400A
Tronweb - URGENT - July 2015 MICFL52 Personal Auto Paid loss OOB ,TronWeb - Reports
Apply Month End patch - Oct 17,AS400A
***Job GC01120 ended abnormally. 12/21/16 06:17:34.,AS400A
MAPFRE - Policy 8004010003198 pay cancel = AI error,NCL Cover-All - Issue
"GC00770-Job ended abnormally.	01/23/2016 16:00:13 EST",AS400A
CURRENT CARRIER - AUTOMATED REJECT REPORT FOR BATCH NO - 131831156,TronWeb - Interface
ECM Viewer Report MMAGC00910 missign for 1/22/14,TronWeb - Reports
 6401030005223 Renewal generated but no documents available - suppress print was Y,TronWeb - Print
Submit proof of insurance to the DMV for policy:6401050003513  see attached,TronWeb - Interface
Policy in pending cancellation despite payment received,TronWeb - Treasury
New Problem - CA - AFE -  The amounts on the binders are completely off. The policies issue correctly but the binder,AFE
6401050000790 weekly report error when trying to manually renew,TronWeb - Issue
System Defect: List Only driver receiving driving experience when it should be 0,TronWeb - Issue
